speaker_id,speaker_display,speaker_party,speaker_role,utterances,energy_security_rate,energy_minerals_rate,avg_energy_density,avg_security_density,avg_economic_density,avg_climate_density,avg_minerals_density,avg_securitization_index,speaker_cluster
MarkHarbers,Mark Harbers,Unknown,Unknown,53,0.16981132075471697,0.05660377358490566,50.33817169811321,1.5713075471698115,3.942445283018868,8.217575471698114,0.7935339622641508,0.09522081691893013,2
RaoulBoucke,Raoul Boucke,Unknown,Unknown,51,0.0784313725490196,0.0,57.26296666666667,1.4897725490196077,4.209227450980392,12.176911764705883,0.0,0.06405228758169934,2
JessicavanEijs,Jessicavan Eijs,Unknown,Unknown,44,0.045454545454545456,0.022727272727272728,57.148174999999995,0.4051272727272728,3.890477272727273,8.302913636363636,1.9144477272727274,0.02727272727272727,2
LaurensDassen,Laurens Dassen,Unknown,Unknown,44,0.38636363636363635,0.045454545454545456,41.691345454545456,9.04664090909091,8.901079545454545,10.182729545454546,0.12424772727272729,0.6169117647058824,2
MarnixvanRij,Marnixvan Rij,Unknown,Unknown,44,0.13636363636363635,0.06818181818181818,36.065186363636364,1.4788545454545454,6.774768181818183,2.2326954545454543,0.8560977272727274,0.0711038961038961,2
ChrisJansen,Chris Jansen,Unknown,Unknown,41,0.24390243902439024,0.024390243902439025,79.92633658536586,4.125546341463415,4.363839024390244,4.968943902439024,0.4910780487804878,0.1843786295005807,2
GomvanStrien,Gomvan Strien,Unknown,Unknown,41,0.21951219512195122,0.024390243902439025,62.08055365853658,2.3174853658536585,12.675143902439023,6.4247195121951215,0.20905853658536586,0.4058046389287422,2
DanielKoerhuis,Daniel Koerhuis,Unknown,Unknown,40,0.0,0.0,65.35938,0.0,0.8494299999999999,7.83132,0.0,0.0,2
PimvanBallekom,Pimvan Ballekom,Unknown,Unknown,40,0.25,0.0,76.1029375,5.3831050000000005,5.1852925,4.9622675,0.0,0.3626893939393939,2
JanAnthonieBruijn,Jan Anthonie Bruijn,Unknown,Unknown,35,0.0,0.0,82.61574857142857,0.0,0.8905771428571428,5.957185714285714,0.0,0.0,2
PeterSchalk,Peter Schalk,Unknown,Unknown,29,0.06896551724137931,0.0,39.18706896551724,0.1860137931034483,4.535644827586207,9.798241379310344,0.0,0.014629049111807731,2
IsabelleDiks,Isabelle Diks,Unknown,Unknown,26,0.15384615384615385,0.07692307692307693,32.83744615384615,1.47125,14.30498076923077,12.177730769230768,1.334526923076923,0.4,2
LauraBromet,Laura Bromet,Unknown,Unknown,25,0.04,0.12,36.077748,0.6451600000000001,1.568176,6.719076,1.044244,0.013333333333333332,2
CemLaçin,Cem Laçin,Unknown,Unknown,24,0.08333333333333333,0.0,25.3327625,0.6388291666666667,5.6249625,5.563829166666667,8.385462500000001,0.04861111111111111,2
MickyAdriaansens,Micky Adriaansens,Unknown,Unknown,20,0.25,0.0,26.031785000000003,3.6625750000000004,2.273255,15.309684999999998,0.0,0.5625,2
SaskiaKluit,Saskia Kluit,Unknown,Unknown,19,0.21052631578947367,0.0,49.43255263157894,0.4512894736842106,3.8148263157894737,6.020242105263158,0.05605263157894737,0.03617376775271512,2
JeroenvanWijngaarden,Jeroenvan Wijngaarden,Unknown,Unknown,18,0.1111111111111111,0.05555555555555555,29.041494444444442,6.103755555555555,2.0499388888888888,0.4689111111111111,5.6142666666666665,0.8888888888888888,2
RoyvanAalst,Royvan Aalst,Unknown,Unknown,18,0.05555555555555555,0.05555555555555555,17.799916666666668,0.33068888888888887,1.8426777777777776,7.028394444444444,4.176261111111112,0.011111111111111112,2
JoopAtsma,Joop Atsma,Unknown,Unknown,17,0.23529411764705882,0.0,85.41667058823529,1.9385529411764704,0.0,2.872564705882353,0.0,0.17736185383244207,2
PaulSmeulders,Paul Smeulders,Unknown,Unknown,17,0.11764705882352941,0.0,55.24215294117647,0.36264117647058824,0.19413529411764707,10.218811764705881,0.0,0.0784313725490196,2
FaissalBoulakjar,Faissal Boulakjar,Unknown,Unknown,16,0.0,0.3125,35.23424375,0.0,0.11405,0.0,11.0302,0.0,2
MarianneThieme,Marianne Thieme,Unknown,Unknown,16,0.0625,0.125,21.6917,0.16633125,8.9665375,14.827662499999999,1.01814375,0.007142857142857143,2
AnkieBroekers-Knol,Ankie Broekers- Knol,Unknown,Unknown,14,0.21428571428571427,0.0,24.539907142857146,1.2205714285714286,0.5268142857142857,29.430192857142856,0.1649642857142857,0.40079365079365076,2
JohanDessing,Johan Dessing,Unknown,Unknown,14,0.14285714285714285,0.0,72.18700714285714,1.2382571428571427,8.120521428571427,7.0271,0.0,0.06785714285714285,2
TanjaKlip-Martin,Tanja Klip- Martin,Unknown,Unknown,13,0.07692307692307693,0.07692307692307693,21.150353846153845,0.1359076923076923,2.913746153846154,12.253246153846154,0.19111538461538463,0.07692307692307693,2
VivianneHeijnen,Vivianne Heijnen,Unknown,Unknown,12,0.0,0.0,27.606516666666664,0.0,0.8250833333333333,20.280591666666666,0.0,0.0,2
TheoRietkerk,Theo Rietkerk,Unknown,Unknown,11,0.18181818181818182,0.0,61.62529090909091,0.7134090909090909,0.5691090909090909,10.085709090909091,0.0,0.1212121212121212,2
TinekeHuizinga-Heringa,Tineke Huizinga- Heringa,Unknown,Unknown,11,0.18181818181818182,0.0,33.89595454545454,5.3907727272727275,4.128563636363636,17.461645454545454,0.0,0.9545454545454546,2
HabtamudeHoop,Habtamude Hoop,Unknown,Unknown,10,0.1,0.0,54.138999999999996,2.8571400000000002,2.06204,4.34005,0.0,0.1,2
