speaker_party,utterances,speakers,energy_security_count,energy_security_rate,energy_minerals_count,energy_minerals_rate,avg_energy_density,avg_security_density,avg_economic_density,avg_climate_density,avg_minerals_density,avg_securitization_index
Unknown,9102,337,1533,0.16842452208305866,207,0.022742254449571522,40.084431608437704,3.3631711491979783,5.316856745770161,5.424402054493518,1.090785288947484,0.33088061328349816
