speech_cluster,utterances,energy_security_rate,energy_minerals_rate,avg_energy_density,avg_security_density,avg_economic_density,avg_climate_density,avg_minerals_density,avg_securitization_index,cluster_label,silhouette_score_overall
0,6634,0.1519445281881218,0.027283690081398856,26.47163658426289,1.4206261079288514,2.6718936237564064,2.217388589086524,1.3607010400964727,0.14047230055627966,energy + economic,0.45722954895852574
1,332,0.9668674698795181,0.02108433734939759,31.446849999999998,54.206863554216866,3.892440662650603,1.3202942771084336,0.5062740963855422,5.964748278829604,security + energy,0.45722954895852574
2,1252,0.09984025559105432,0.006389776357827476,106.95939592651757,1.7433335463258788,20.754119888178913,1.7259475239616615,0.09909321086261981,0.06348926348315198,energy + economic,0.45722954895852574
3,884,0.08936651583710407,0.012443438914027148,50.771653280542985,1.1400654977375566,3.837374886877828,36.27095882352941,0.6892412895927602,0.022621169415957078,energy + climate,0.45722954895852574
